customer_id,first_name,last_name,gender,birth_year,country,city,region,acquisition_channel,loyalty_tier,registration_date,email
C006158,Stefan,Nikolic,F,1951,Cyprus,Limassol,Limassol,referral,Bronze,2022-01-07,customer006158@synthetic.example
C006159,Elena,Adams,F,1979,Cyprus,Limassol,Limassol,paid_search,Bronze,2023-01-04,customer006159@synthetic.example
C006160,Alex,Dimitrov,M,1951,Serbia,Belgrade,Belgrade,offline,Platinum,2024-06-04,customer006160@synthetic.example
C006161,Eva,Vasic,M,1966,Serbia,Belgrade,Belgrade,referral,Bronze,2025-09-08,customer006161@synthetic.example
C006162,Olga,Vasic,M,1985,Serbia,Belgrade,Belgrade,organic,Gold,2024-03-17,customer006162@synthetic.example
C006163,Andrej,Dimitrov,M,1977,Serbia,Novi Sad,Vojvodina,social,Bronze,2025-02-19,customer006163@synthetic.example
C006164,Anna,Adams,F,2004,Cyprus,Nicosia,Nicosia,organic,Silver,2022-05-08,customer006164@synthetic.example
C006165,Andrej,Vasic,M,1972,Cyprus,Nicosia,Nicosia,organic,Bronze,2023-06-02,customer006165@synthetic.example
C006166,Daniel,Nikolic,M,1985,Cyprus,Paphos,Paphos,social,Silver,2023-05-11,customer006166@synthetic.example
C006167,Alex,Popovic,F,1958,Serbia,Novi Sad,Vojvodina,affiliate,Bronze,2022-05-08,customer006167@synthetic.example
C006168,Olga,Petrov,M,1976,Cyprus,Limassol,Limassol,social,Silver,2025-06-21,customer006168@synthetic.example
C006169,Marko,Boric,M,1969,Cyprus,Limassol,Limassol,referral,Silver,2022-11-20,customer006169@synthetic.example
C006170,Mila,Nikolic,M,1985,Serbia,Belgrade,Belgrade,social,Silver,2025-03-26,customer006170@synthetic.example
C006171,Alex,Petrov,M,1951,Cyprus,Larnaca,Larnaca,referral,Bronze,2024-05-17,customer006171@synthetic.example
C006172,Ivan,Adams,M,2001,Serbia,Novi Sad,Vojvodina,referral,Silver,2023-12-13,customer006172@synthetic.example
C006173,Daniel,Jovanovic,M,1949,Cyprus,Paphos,Paphos,paid_search,Gold,2024-04-03,customer006173@synthetic.example
C006174,Jelena,Adams,M,1980,Cyprus,Paphos,Paphos,offline,Silver,2022-02-21,customer006174@synthetic.example
C006175,Sofia,Dimitrov,F,1974,Serbia,Kragujevac,Sumadija,organic,Gold,2025-09-03,customer006175@synthetic.example
C006176,Daniel,Petrov,M,1957,Serbia,Belgrade,Belgrade,organic,Silver,2023-04-01,customer006176@synthetic.example
C006177,Eva,Savic,F,1992,Cyprus,Limassol,Limassol,organic,Silver,2023-12-31,customer006177@synthetic.example
C006178,Elena,Vasic,F,1953,Cyprus,Paphos,Paphos,social,Silver,2022-02-20,customer006178@synthetic.example
C006179,Marko,Georgiou,M,2002,Cyprus,Limassol,Limassol,organic,Gold,2022-06-08,customer006179@synthetic.example
C006180,Nikola,Nikolic,F,1951,Serbia,Novi Sad,Vojvodina,offline,Gold,2023-12-05,customer006180@synthetic.example
C006181,Alex,Evans,M,2004,Serbia,Kragujevac,Sumadija,referral,Bronze,2022-12-19,customer006181@synthetic.example
C006182,Alex,Markovic,F,1954,Serbia,Belgrade,Belgrade,referral,Bronze,2022-10-15,customer006182@synthetic.example
C006183,Alex,Vasic,F,1993,Cyprus,Nicosia,Nicosia,social,Silver,2023-12-12,customer006183@synthetic.example
C006184,Andrej,Georgiou,M,1998,Cyprus,Limassol,Limassol,affiliate,Bronze,2024-11-07,customer006184@synthetic.example
C006185,Tanja,Kovac,F,1970,Cyprus,Limassol,Limassol,organic,Silver,2023-05-05,customer006185@synthetic.example
C006186,Alex,Markovic,F,1956,Cyprus,Nicosia,Nicosia,organic,Bronze,2024-12-10,customer006186@synthetic.example
C006187,Ivan,Vasic,F,1968,Serbia,Kragujevac,Sumadija,paid_search,Silver,2023-04-21,customer006187@synthetic.example
C006188,Marko,Nikolic,M,1991,Cyprus,Limassol,Limassol,social,Bronze,2022-08-18,customer006188@synthetic.example
C006189,Petar,Evans,F,1983,Serbia,,Belgrade,social,Bronze,2024-05-21,customer006189@synthetic.example
C006190,Daniel,Petrov,F,1993,Serbia,Belgrade,Belgrade,organic,Silver,2022-05-25,customer006190@synthetic.example
C006191,Jelena,Kovac,M,1960,Cyprus,Nicosia,Nicosia,offline,Bronze,2025-04-30,customer006126@synthetic.example
C006192,Marko,Petrov,F,1991,Serbia,Novi Sad,Vojvodina,paid_search,Gold,2023-04-17,customer006192@synthetic.example
C006193,Marko,Georgiou,M,1960,Cyprus,Paphos,Paphos,organic,Bronze,2025-06-09,customer006193@synthetic.example
C006194,Olga,Nikolic,F,1972,Serbia,Belgrade,Belgrade,social,Gold,2023-04-07,customer006194@synthetic.example
C006195,Ivan,Popovic,F,1953,Cyprus,Limassol,Limassol,affiliate,Bronze,2022-10-11,customer006195@synthetic.example
C006196,Marko,Popovic,F,1975,Cyprus,Limassol,Limassol,referral,Bronze,2024-10-17,customer006196@synthetic.example
C006197,Andrej,Nikolic,M,1958,Serbia,Novi Sad,Vojvodina,affiliate,Bronze,2023-06-26,customer006197@synthetic.example
C006198,Olga,Georgiou,F,1978,Serbia,Kragujevac,Sumadija,organic,Bronze,2024-12-13,customer006170@synthetic.example
C006199,Marko,Popovic,F,1994,Serbia,Belgrade,Belgrade,organic,Bronze,2022-11-06,customer006199@synthetic.example
C006200,Bojan,Kovac,F,1983,Serbia,Belgrade,Belgrade,paid_search,Platinum,2023-09-24,customer006200@synthetic.example
C006201,Bojan,Vasic,M,2002,Serbia,,Belgrade,offline,Silver,2023-08-31,customer006201@synthetic.example
C006202,Olga,Popovic,M,2003,Cyprus,Nicosia,Nicosia,referral,Bronze,2024-09-09,customer006202@synthetic.example
C006203,Daniel,Vasic,M,1979,Cyprus,Larnaca,Larnaca,offline,Silver,2024-10-09,customer006203@synthetic.example
C006204,Mila,Popovic,F,1965,Cyprus,Nicosia,Nicosia,social,Silver,2025-03-18,customer006204@synthetic.example
C006205,Petar,Savic,F,1977,Cyprus,Larnaca,Larnaca,organic,Platinum,2025-03-14,customer006205@synthetic.example
C006206,Eva,Evans,M,1988,Serbia,Novi Sad,Vojvodina,offline,Silver,2024-04-02,customer006206@synthetic.example
C006207,Petar,Petrov,F,1953,Cyprus,Paphos,Paphos,referral,Silver,2024-05-21,customer006207@synthetic.example
C006208,Nikola,Popovic,M,1993,Cyprus,Limassol,Limassol,organic,Silver,2022-03-14,customer006208@synthetic.example
C006209,Andrej,Nikolic,M,1973,Cyprus,Larnaca,Larnaca,social,Bronze,2023-05-21,customer006209@synthetic.example
C006210,Marko,Markovic,M,2005,Serbia,Belgrade,Belgrade,referral,Platinum,2025-01-10,customer006210@synthetic.example
C006211,Nikola,Boric,M,1990,Cyprus,Larnaca,Larnaca,organic,Bronze,2024-01-16,customer006211@synthetic.example
C006212,Marko,Georgiou,F,1969,Serbia,Belgrade,Belgrade,social,Bronze,2023-05-11,customer006212@synthetic.example
C006213,Jelena,Vasic,M,1969,Serbia,Belgrade,Belgrade,referral,Silver,2025-02-14,customer006213@synthetic.example
C006214,Bojan,Nikolic,M,1973,Serbia,Novi Sad,Vojvodina,paid_search,Bronze,2022-02-25,customer006214@synthetic.example
C006215,Olga,Adams,M,1999,Cyprus,Paphos,Paphos,referral,Bronze,2024-12-22,customer006215@synthetic.example
C006216,Anna,Evans,F,1985,Serbia,Belgrade,Belgrade,paid_search,Bronze,2022-04-17,customer006216@synthetic.example
C006217,Mila,Evans,F,1983,Cyprus,Nicosia,Nicosia,paid_search,Bronze,2024-02-09,customer006217@synthetic.example
C006218,Victor,Popovic,M,1998,Cyprus,Limassol,Limassol,organic,Bronze,2023-11-04,customer006218@synthetic.example
C006219,Nikola,Jovanovic,F,1959,Serbia,Nis,Southern Serbia,organic,Gold,2024-12-13,customer006219@synthetic.example
C006220,Alex,Kovac,F,1974,Cyprus,Nicosia,Nicosia,offline,Bronze,2024-11-20,customer006220@synthetic.example
C006221,Mila,Jovanovic,M,1948,Cyprus,Limassol,Limassol,referral,Gold,2024-06-21,customer006221@synthetic.example
C006222,Victor,Vasic,M,1967,Cyprus,Nicosia,Nicosia,paid_search,Bronze,2022-04-07,customer006222@synthetic.example
C006223,Anna,Adams,F,1964,Serbia,Belgrade,Belgrade,social,Silver,2022-01-12,customer006223@synthetic.example
C006224,Anna,Georgiou,M,1993,Serbia,Belgrade,Belgrade,organic,Silver,2024-02-15,customer006224@synthetic.example
C006225,Anna,Vasic,F,1949,Cyprus,Paphos,Paphos,referral,Silver,2025-05-07,customer006225@synthetic.example
C006226,Petar,Boric,F,1951,Cyprus,Limassol,Limassol,offline,Silver,2025-08-04,customer006226@synthetic.example
C006227,Mila,Jovanovic,F,1996,Cyprus,Larnaca,Larnaca,referral,Bronze,2025-04-08,customer006227@synthetic.example
C006228,Tanja,Costa,M,1993,Serbia,Novi Sad,Vojvodina,organic,Bronze,2023-08-01,customer006228@synthetic.example
C006229,Alex,Kovac,F,1977,Cyprus,Nicosia,Nicosia,referral,Silver,2024-10-26,customer006229@synthetic.example
C006230,Ivan,Boric,F,1965,Cyprus,Nicosia,Nicosia,offline,Bronze,2025-06-08,customer006230@synthetic.example
C006231,Daniel,Nikolic,F,1973,Cyprus,Limassol,Limassol,organic,Silver,2024-04-12,customer006231@synthetic.example
C006232,Daniel,Georgiou,F,1984,Cyprus,Limassol,Limassol,organic,Bronze,2024-07-08,customer006232@synthetic.example
C006233,Ivan,Adams,M,1994,Cyprus,Paphos,Paphos,offline,Bronze,2023-04-18,customer006233@synthetic.example
C006234,Elena,Adams,M,1970,Serbia,Novi Sad,Vojvodina,referral,Bronze,2025-11-23,customer006234@synthetic.example
C006235,Anna,Costa,F,1983,Cyprus,Limassol,Limassol,offline,Gold,2024-12-31,customer006235@synthetic.example
C006236,Elena,Adams,F,1975,Cyprus,Limassol,Limassol,offline,Gold,2023-03-10,customer006236@synthetic.example
C006237,Mila,Boric,M,1979,Cyprus,Limassol,Limassol,referral,Bronze,2024-05-25,customer006237@synthetic.example
C006238,Bojan,Markovic,F,1981,Serbia,Belgrade,Belgrade,paid_search,Bronze,2022-08-11,customer006238@synthetic.example
C006239,Tanja,Jovanovic,F,1984,Serbia,Novi Sad,Vojvodina,affiliate,Bronze,2024-06-16,customer006239@synthetic.example
C006240,Mila,Evans,M,1972,Serbia,Nis,Southern Serbia,organic,Bronze,2022-07-10,customer006240@synthetic.example
C006241,Alex,Nikolic,M,1987,Serbia,Kragujevac,Sumadija,paid_search,Silver,2024-08-23,customer006241@synthetic.example
C006242,Victor,Adams,F,1948,Serbia,Belgrade,Belgrade,organic,Bronze,2023-07-25,customer006242@synthetic.example
C006243,Sofia,Petrov,F,1981,Serbia,Nis,Southern Serbia,social,Bronze,2024-04-13,customer006243@synthetic.example
C006244,Olga,Ilic,F,1972,Cyprus,Paphos,Paphos,paid_search,Platinum,2023-02-07,customer006244@synthetic.example
C006245,Elena,Boric,M,1969,Serbia,Novi Sad,Vojvodina,paid_search,Bronze,2024-12-31,customer006245@synthetic.example
C006246,Sofia,Costa,M,1988,Cyprus,Paphos,Paphos,organic,Bronze,2023-05-25,customer006246@synthetic.example
C006247,Mila,Ilic,M,1959,Serbia,Belgrade,Belgrade,social,Bronze,2022-07-10,customer006247@synthetic.example
C006248,Jelena,Boric,M,1962,Cyprus,Paphos,Paphos,referral,Bronze,2024-08-24,customer006248@synthetic.example
C006249,Stefan,Dimitrov,U,2002,Cyprus,Larnaca,Larnaca,social,Silver,2024-10-13,customer006249@synthetic.example
C006250,Stefan,Adams,M,1970,Serbia,Belgrade,Belgrade,organic,Silver,2024-02-02,customer006250@synthetic.example
C006251,Marko,Jovanovic,F,1997,Cyprus,Nicosia,Nicosia,referral,Bronze,2024-04-11,customer006251@synthetic.example
C006252,Stefan,Nikolic,F,1970,Serbia,Novi Sad,Vojvodina,social,Silver,2023-10-23,customer006252@synthetic.example
C006253,Bojan,Nikolic,M,1995,Cyprus,Nicosia,Nicosia,social,Silver,2022-02-20,customer006253@synthetic.example
C006254,Jelena,Petrov,F,1980,Cyprus,Nicosia,Nicosia,paid_search,Silver,2025-05-10,customer006254@synthetic.example
C006255,Elena,Savic,M,1978,Cyprus,Nicosia,Nicosia,affiliate,Bronze,2025-06-04,customer006255@synthetic.example
C006256,Nikola,Costa,F,1949,Serbia,Belgrade,Belgrade,social,Bronze,2022-09-14,customer006256@synthetic.example
C006257,Nikola,Vasic,U,1975,Cyprus,Nicosia,Nicosia,affiliate,Silver,2025-10-15,customer006257@synthetic.example
C006258,Tanja,Savic,F,1967,Serbia,Novi Sad,Vojvodina,offline,Bronze,2022-04-30,customer006258@synthetic.example
C006259,Tanja,Markovic,M,1986,Serbia,Belgrade,Belgrade,organic,Silver,2022-05-10,customer006259@synthetic.example
C006260,Sofia,Kovac,M,2002,Serbia,Belgrade,Belgrade,organic,Silver,2024-08-25,customer006260@synthetic.example
C006261,Ivan,Popovic,F,1966,Cyprus,Limassol,Limassol,social,Bronze,2025-10-01,customer006261@synthetic.example
C006262,Ivan,Jovanovic,F,1971,Cyprus,Nicosia,Nicosia,organic,Silver,2022-01-09,customer006262@synthetic.example
C006263,Mila,Savic,F,1956,Cyprus,Nicosia,Nicosia,social,Silver,2023-07-03,customer006263@synthetic.example
C006264,Andrej,Boric,M,1975,Cyprus,Limassol,Limassol,offline,Bronze,2025-01-16,customer006264@synthetic.example
C006265,Eva,Dimitrov,F,1988,Serbia,Belgrade,Belgrade,paid_search,Gold,2023-04-11,customer006265@synthetic.example
C006266,Victor,Evans,M,2004,Serbia,Belgrade,Belgrade,paid_search,Bronze,2022-06-18,customer006266@synthetic.example
C006267,Victor,Evans,U,1963,Cyprus,Nicosia,Nicosia,organic,Gold,2023-02-17,customer006267@synthetic.example
C006268,Andrej,Costa,M,1975,Cyprus,,Nicosia,referral,Bronze,2022-10-20,customer006268@synthetic.example
C006269,Anna,Markovic,M,1995,Serbia,Belgrade,Belgrade,offline,Bronze,2022-11-03,customer006269@synthetic.example
C006270,Jelena,Boric,F,1991,Cyprus,Limassol,Limassol,affiliate,Bronze,2025-10-11,customer006270@synthetic.example
C006271,Olga,Vasic,M,1983,Cyprus,Limassol,Limassol,social,Silver,2025-01-07,customer006271@synthetic.example
C006272,Bojan,Petrov,M,1958,Cyprus,Nicosia,Nicosia,paid_search,Bronze,2025-03-25,customer006272@synthetic.example
C006273,Alex,Evans,F,1986,Serbia,Nis,Southern Serbia,organic,Bronze,2025-08-19,customer006273@synthetic.example
C006274,Mila,Kovac,F,1993,Cyprus,Larnaca,Larnaca,referral,Bronze,2024-12-24,customer006274@synthetic.example
C006275,Marko,Vasic,F,1950,Serbia,Belgrade,Belgrade,organic,Silver,2022-03-11,customer006275@synthetic.example
C006276,Jelena,Kovac,F,1960,Serbia,Belgrade,Belgrade,social,Bronze,2025-05-06,customer006276@synthetic.example
C006277,Petar,Costa,F,2001,Serbia,Belgrade,Belgrade,social,Bronze,2022-08-17,customer006277@synthetic.example
C006278,Mila,Vasic,F,1975,Serbia,Belgrade,Belgrade,organic,Gold,2024-11-09,customer006278@synthetic.example
C006279,Elena,Costa,M,1981,Cyprus,Paphos,Paphos,organic,Silver,2024-06-12,customer006279@synthetic.example
C006280,Mila,Evans,F,1977,Serbia,Nis,Southern Serbia,organic,Bronze,2023-05-26,customer006280@synthetic.example
C006281,Nikola,Jovanovic,F,2004,Serbia,Kragujevac,Sumadija,affiliate,Bronze,2023-09-11,customer006281@synthetic.example
C006282,Elena,Savic,M,1978,Serbia,Belgrade,Belgrade,referral,Gold,2023-09-21,customer006282@synthetic.example
C006283,Sofia,Nikolic,F,1971,Cyprus,Nicosia,Nicosia,affiliate,Bronze,2025-05-19,customer006283@synthetic.example
C006284,Tanja,Ilic,M,1961,Serbia,Nis,Southern Serbia,affiliate,Bronze,2023-05-22,customer006284@synthetic.example
C006285,Marko,Kovac,M,1992,Cyprus,Nicosia,Nicosia,affiliate,Bronze,2022-03-11,customer006285@synthetic.example
C006286,Daniel,Jovanovic,F,1994,Cyprus,Larnaca,Larnaca,affiliate,Bronze,2022-06-25,customer006286@synthetic.example
C006287,Petar,Vasic,F,1992,Cyprus,Larnaca,Larnaca,social,Bronze,2022-06-09,customer006287@synthetic.example
C006288,Elena,Adams,F,1989,Serbia,Belgrade,Belgrade,social,Gold,2025-10-18,customer006288@synthetic.example
C006289,Jelena,Dimitrov,F,1995,Serbia,Kragujevac,Sumadija,social,Silver,2024-04-22,customer006289@synthetic.example
C006290,Elena,Boric,F,1967,Serbia,Kragujevac,Sumadija,organic,Bronze,2022-04-09,customer006290@synthetic.example
C006291,Nikola,Vasic,F,1999,Serbia,Nis,Southern Serbia,affiliate,Silver,2024-07-09,customer006291@synthetic.example
C006292,Victor,Jovanovic,M,1971,Serbia,Belgrade,Belgrade,organic,Silver,2022-09-16,customer006292@synthetic.example
C006293,Tanja,Savic,M,1952,Serbia,Belgrade,Belgrade,paid_search,Silver,2023-02-18,customer006293@synthetic.example
C006294,Tanja,Nikolic,F,1962,Serbia,Belgrade,Belgrade,paid_search,Silver,2024-06-01,customer006294@synthetic.example
C006295,Tanja,Ilic,F,2004,Cyprus,Limassol,Limassol,paid_search,Gold,2025-10-11,customer006295@synthetic.example
C006296,Olga,Petrov,M,1995,Serbia,,Southern Serbia,social,Bronze,2022-08-18,customer006296@synthetic.example
C006297,Nikola,Popovic,M,2002,Serbia,Belgrade,Belgrade,paid_search,Gold,2024-05-17,customer006297@synthetic.example
C006298,Petar,Savic,M,1985,Cyprus,Nicosia,Nicosia,referral,Bronze,2025-04-21,customer006298@synthetic.example
C006299,Mila,Savic,M,1952,Serbia,Belgrade,Belgrade,paid_search,Bronze,2022-11-26,customer006299@synthetic.example
C006300,Eva,Nikolic,M,1974,Cyprus,Larnaca,Larnaca,paid_search,Silver,2022-02-03,customer006300@synthetic.example
C006301,Marko,Dimitrov,F,1955,Cyprus,Nicosia,Nicosia,organic,Bronze,2022-10-01,customer006301@synthetic.example
C006302,Tanja,Georgiou,F,1986,Cyprus,Larnaca,Larnaca,organic,Silver,2025-02-18,customer006302@synthetic.example
C006303,Eva,Costa,F,1953,Serbia,Belgrade,Belgrade,social,Silver,2023-04-30,customer006303@synthetic.example
C006304,Eva,Evans,M,1989,Cyprus,Nicosia,Nicosia,organic,Bronze,2023-09-02,customer006304@synthetic.example
C006305,Marko,Nikolic,M,1988,Serbia,Belgrade,Belgrade,organic,Gold,2023-12-21,customer006305@synthetic.example
C006306,Mila,Nikolic,F,1962,Serbia,Belgrade,Belgrade,organic,Silver,2025-10-09,customer006306@synthetic.example
C006307,Marko,Boric,M,1986,Serbia,Nis,Southern Serbia,paid_search,Bronze,2023-08-02,customer006307@synthetic.example
C006308,Anna,Kovac,F,2000,Serbia,Belgrade,Belgrade,social,Gold,2024-04-17,customer006308@synthetic.example
C006309,Stefan,Popovic,M,1997,Cyprus,Limassol,Limassol,paid_search,Silver,2025-02-08,customer006309@synthetic.example
C006310,Daniel,Boric,M,1961,Serbia,Kragujevac,Sumadija,social,Gold,2023-11-21,customer006310@synthetic.example
C006311,Alex,Costa,M,1953,Cyprus,Limassol,Limassol,social,Bronze,2025-03-07,customer006311@synthetic.example
C006312,Eva,Savic,M,1954,Cyprus,Nicosia,Nicosia,paid_search,Bronze,2022-12-19,customer006312@synthetic.example
C006313,Marko,Dimitrov,F,2005,Cyprus,Paphos,Paphos,organic,Bronze,2022-08-14,customer006313@synthetic.example
C006314,Marko,Petrov,M,1960,Serbia,Belgrade,Belgrade,organic,Bronze,2022-06-08,customer006314@synthetic.example
C006315,Bojan,Kovac,F,1969,Serbia,Novi Sad,Vojvodina,affiliate,Bronze,2022-12-31,customer006315@synthetic.example
C006316,Petar,Jovanovic,F,1956,Cyprus,Nicosia,Nicosia,organic,Bronze,2022-09-25,customer006316@synthetic.example
C006317,Nikola,Popovic,F,1985,Cyprus,Nicosia,Nicosia,affiliate,Bronze,2025-09-20,customer006317@synthetic.example
C006318,Victor,Boric,F,1976,Serbia,Novi Sad,Vojvodina,organic,Bronze,2023-10-14,customer006318@synthetic.example
C006319,Olga,Costa,F,1948,Cyprus,Limassol,Limassol,social,Gold,2025-07-04,customer006319@synthetic.example
C006320,Victor,Adams,M,1978,Cyprus,Limassol,Limassol,referral,Bronze,2023-02-21,customer006320@synthetic.example
C006321,Anna,Popovic,M,1968,Cyprus,Limassol,Limassol,offline,Bronze,2024-05-15,customer006321@synthetic.example
C006322,Bojan,Vasic,F,2005,Cyprus,Limassol,Limassol,paid_search,Silver,2023-02-04,customer006322@synthetic.example
C006323,Nikola,Vasic,M,1950,Cyprus,Paphos,Paphos,organic,Bronze,2025-09-23,customer006323@synthetic.example
C006324,Stefan,Georgiou,F,1969,Cyprus,Larnaca,Larnaca,referral,Bronze,2023-12-09,customer006324@synthetic.example
C006325,Nikola,Georgiou,F,1982,Serbia,Belgrade,Belgrade,referral,Gold,2024-11-23,customer006325@synthetic.example
C006326,Olga,Markovic,M,1963,Cyprus,Nicosia,Nicosia,offline,Bronze,2022-02-02,customer006326@synthetic.example
C006327,Jelena,Dimitrov,F,2003,Serbia,Belgrade,Belgrade,paid_search,Bronze,2024-08-14,customer006327@synthetic.example
C006328,Tanja,Ilic,F,1968,Serbia,Belgrade,Belgrade,organic,Bronze,2024-11-07,customer006328@synthetic.example
C006329,Sofia,Vasic,M,1995,Cyprus,Larnaca,Larnaca,offline,Gold,2022-03-21,customer006329@synthetic.example
C006330,Victor,Boric,F,1967,Cyprus,Limassol,Limassol,affiliate,Silver,2022-01-07,customer006330@synthetic.example
C006331,Petar,Ilic,F,1982,Serbia,Belgrade,Belgrade,organic,Bronze,2022-04-17,customer006331@synthetic.example
C006332,Mila,Georgiou,M,1983,Cyprus,Limassol,Limassol,organic,Silver,2023-03-21,customer006332@synthetic.example
C006333,Olga,Markovic,F,1965,Cyprus,Nicosia,Nicosia,organic,Silver,2023-04-15,customer006333@synthetic.example
C006334,Andrej,Ilic,M,1989,Cyprus,Nicosia,Nicosia,paid_search,Gold,2022-10-19,customer006334@synthetic.example
C006335,Bojan,Vasic,M,1956,Cyprus,Nicosia,Nicosia,social,Silver,2025-01-26,customer006335@synthetic.example
C006336,Alex,Adams,F,1990,Serbia,Kragujevac,Sumadija,social,Bronze,2022-08-16,customer006336@synthetic.example
C006337,Daniel,Boric,M,1952,Cyprus,Limassol,Limassol,offline,Gold,2022-05-13,customer006337@synthetic.example
C006338,Andrej,Nikolic,F,1966,Cyprus,Nicosia,Nicosia,paid_search,Bronze,2024-12-07,customer006338@synthetic.example
C006339,Petar,Markovic,M,1948,Cyprus,Larnaca,Larnaca,organic,Bronze,2022-06-04,customer006339@synthetic.example
C006340,Daniel,Popovic,F,1988,Cyprus,Nicosia,Nicosia,social,Gold,2025-10-22,customer006340@synthetic.example
C006341,Olga,Savic,F,2002,Serbia,Belgrade,Belgrade,referral,Silver,2023-08-26,customer006341@synthetic.example
C006342,Mila,Dimitrov,F,1969,Serbia,Belgrade,Belgrade,paid_search,Silver,2024-09-21,customer006342@synthetic.example
C006343,Daniel,Jovanovic,M,1995,Cyprus,Larnaca,Larnaca,paid_search,Bronze,2025-03-25,customer006343@synthetic.example
C006344,Petar,Boric,M,1990,Serbia,Belgrade,Belgrade,paid_search,Bronze,2025-12-23,customer006344@synthetic.example
C006345,Andrej,Markovic,M,1966,Cyprus,Limassol,Limassol,paid_search,Silver,2022-01-08,customer006345@synthetic.example
C006346,Olga,Savic,F,1969,Cyprus,Limassol,Limassol,paid_search,Bronze,2023-01-21,customer006346@synthetic.example
C006347,Mila,Markovic,F,1967,Cyprus,,Nicosia,organic,Silver,2025-03-31,customer006347@synthetic.example
C006348,Nikola,Georgiou,M,1967,Serbia,Belgrade,Belgrade,social,Bronze,2023-10-13,customer006348@synthetic.example
C006349,Olga,Dimitrov,M,1964,Serbia,Belgrade,Belgrade,organic,Bronze,2025-12-18,customer006349@synthetic.example
C006350,Elena,Georgiou,M,1950,Cyprus,Limassol,Limassol,organic,Bronze,2024-08-18,customer006350@synthetic.example
C006351,Marko,Jovanovic,F,1972,Serbia,Belgrade,Belgrade,referral,Silver,2022-01-21,customer006296@synthetic.example
C006352,Daniel,Dimitrov,F,1997,Serbia,Belgrade,Belgrade,social,Silver,2022-09-21,customer006352@synthetic.example
C006353,Andrej,Markovic,F,1996,Cyprus,Limassol,Limassol,paid_search,Silver,2025-02-13,customer006353@synthetic.example
C006354,Stefan,Dimitrov,F,1996,Serbia,Belgrade,Belgrade,referral,Gold,2024-07-11,customer006354@synthetic.example
C006355,Anna,Jovanovic,M,1958,Serbia,Belgrade,Belgrade,organic,Bronze,2025-08-14,customer006355@synthetic.example
C006356,Tanja,Ilic,F,2003,Serbia,Novi Sad,Vojvodina,paid_search,Silver,2022-07-18,customer006356@synthetic.example
C006357,Andrej,Kovac,M,1948,Serbia,Belgrade,Belgrade,organic,Bronze,2022-07-03,customer006357@synthetic.example
C006358,Victor,Jovanovic,M,1982,Cyprus,Larnaca,Larnaca,social,Gold,2023-12-24,customer006358@synthetic.example
C006359,Daniel,Costa,F,1994,Serbia,Belgrade,Belgrade,paid_search,Bronze,2023-08-06,customer006359@synthetic.example
C006360,Bojan,Evans,M,1962,Serbia,Belgrade,Belgrade,affiliate,Bronze,2022-03-08,customer006360@synthetic.example
C006361,Victor,Dimitrov,M,1998,Cyprus,Larnaca,Larnaca,organic,Bronze,2023-04-20,customer006361@synthetic.example
C006362,Eva,Evans,M,2005,Serbia,Belgrade,Belgrade,affiliate,Silver,2024-03-25,customer006362@synthetic.example
C006363,Ivan,Evans,F,1987,Cyprus,Nicosia,Nicosia,referral,Gold,2022-05-24,customer006363@synthetic.example
C006364,Nikola,Kovac,F,1966,Cyprus,Limassol,Limassol,paid_search,Bronze,2022-02-06,customer006364@synthetic.example
C006365,Marko,Markovic,F,1993,Serbia,Novi Sad,Vojvodina,organic,Silver,2024-08-15,customer006365@synthetic.example
C006366,Andrej,Georgiou,F,1985,Serbia,Novi Sad,Vojvodina,organic,Gold,2022-02-07,customer006366@synthetic.example
C006367,Elena,Vasic,M,1969,Serbia,Belgrade,Belgrade,referral,Silver,2022-04-21,customer006367@synthetic.example
C006368,Victor,Popovic,M,1967,Cyprus,Limassol,Limassol,organic,Gold,2023-04-08,customer006368@synthetic.example
C006369,Petar,Markovic,F,1964,Serbia,Belgrade,Belgrade,referral,Bronze,2023-04-26,customer006369@synthetic.example
C006370,Stefan,Savic,M,1966,Cyprus,Nicosia,Nicosia,organic,Bronze,2022-10-01,customer006370@synthetic.example
C006371,Alex,Ilic,M,1989,Serbia,Novi Sad,Vojvodina,affiliate,Bronze,2024-04-23,customer006371@synthetic.example
C006372,Alex,Markovic,M,1959,Cyprus,Limassol,Limassol,referral,Bronze,2025-01-16,customer006372@synthetic.example
C006373,Tanja,Markovic,U,1967,Cyprus,Larnaca,Larnaca,referral,Bronze,2023-07-16,customer006373@synthetic.example
C006374,Daniel,Boric,F,1952,Cyprus,Limassol,Limassol,referral,Bronze,2024-11-19,customer006374@synthetic.example
C006375,Victor,Ilic,M,1952,Cyprus,Limassol,Limassol,social,Gold,2025-09-25,customer006375@synthetic.example
C006376,Victor,Costa,F,1990,Serbia,Belgrade,Belgrade,paid_search,Bronze,2025-04-21,customer006376@synthetic.example
C006377,Victor,Nikolic,F,1974,Serbia,Novi Sad,Vojvodina,organic,Bronze,2024-02-14,customer006377@synthetic.example
C006378,Sofia,Ilic,M,1979,Cyprus,Limassol,Limassol,organic,Bronze,2022-03-10,customer006378@synthetic.example
C006379,Elena,Popovic,M,1975,Serbia,Belgrade,Belgrade,offline,Bronze,2025-05-25,customer006379@synthetic.example
